employee_id,department,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,avg_training_score,age_no,previous_year_rating_no,length_of_service_no,avg_training_score_no
38791,Analytics,Bachelors,f,other,1,26,5.0,2,1,94,26.0,5.0,2.0,94
20157,Operations,Masters & above,f,other,1,31,3.0,3,0,65,31.0,3.0,3.0,65
22877,Technology,Masters & above,f,other,1,33,3.0,7,0,80,33.0,3.0,7.0,80
4313,Sales & Marketing,Bachelors,m,other,1,34,3.0,10,0,48,34.0,3.0,10.0,48
30855,Sales & Marketing,Bachelors,m,sourcing,1,30,2.0,2,1,51,30.0,2.0,2.0,51
75069,Operations,Bachelors,m,other,1,29,5.0,6,1,57,29.0,5.0,6.0,57
67608,Procurement,Masters & above,m,sourcing,1,41,2.0,16,0,70,41.0,2.0,,70
23027,Operations,Bachelors,f,sourcing,1,30,3.0,4,1,58,30.0,3.0,4.0,58
19501,Sales & Marketing,Bachelors,m,sourcing,1,31,5.0,6,1,51,31.0,5.0,6.0,51
3635,Finance,Bachelors,m,other,1,34,3.0,7,0,58,34.0,3.0,7.0,58
47380,Analytics,Masters & above,m,sourcing,1,29,3.0,4,1,84,29.0,3.0,4.0,84
975,Technology,Bachelors,m,other,1,27,2.0,5,0,78,27.0,2.0,5.0,78
41742,Sales & Marketing,Masters & above,m,other,1,34,5.0,4,0,50,34.0,5.0,4.0,50
11526,Sales & Marketing,Bachelors,m,other,1,34,5.0,6,1,50,34.0,5.0,6.0,50
44722,Legal,Masters & above,m,other,1,38,3.0,9,0,64,38.0,3.0,9.0,64
62674,Operations,Masters & above,m,sourcing,1,36,5.0,7,1,58,36.0,5.0,7.0,58
17043,Procurement,Bachelors,f,other,1,30,5.0,3,1,65,30.0,5.0,3.0,65
63224,Sales & Marketing,Bachelors,m,other,1,35,5.0,7,1,51,35.0,5.0,7.0,51
13282,Operations,Bachelors,m,other,1,33,5.0,3,1,57,33.0,5.0,3.0,57
47117,Operations,Bachelors,m,sourcing,1,25,3.0,3,1,60,25.0,3.0,3.0,60
58067,Technology,Bachelors,f,other,1,33,3.0,7,0,82,33.0,3.0,7.0,82
23681,Sales & Marketing,Masters & above,m,other,1,39,1.0,10,0,48,39.0,1.0,10.0,48
44416,Technology,Masters & above,f,sourcing,1,33,3.0,3,0,78,33.0,3.0,3.0,78
75849,R&D,Bachelors,m,other,1,34,1.0,9,0,82,34.0,1.0,9.0,82
74165,Procurement,Bachelors,f,other,2,37,4.0,7,0,69,37.0,4.0,7.0,69
28382,Sales & Marketing,Masters & above,m,sourcing,1,31,2.0,2,0,49,31.0,2.0,2.0,49
63366,Sales & Marketing,Bachelors,m,other,1,37,3.0,8,0,53,37.0,3.0,8.0,53
51737,Procurement,Bachelors,f,other,1,28,4.0,2,0,66,28.0,4.0,2.0,66
18585,Technology,Masters & above,m,sourcing,2,50,3.0,16,0,86,50.0,3.0,,86
33646,HR,Masters & above,m,sourcing,1,34,1.0,3,0,50,34.0,1.0,3.0,50
58458,Sales & Marketing,Bachelors,m,other,1,37,3.0,7,0,91,37.0,3.0,7.0,91
69215,Sales & Marketing,Bachelors,m,other,3,33,3.0,7,0,45,33.0,3.0,7.0,45
4508,Analytics,Bachelors,m,sourcing,2,43,5.0,13,0,87,43.0,5.0,13.0,87
14986,Technology,Masters & above,f,other,1,34,3.0,3,1,75,34.0,3.0,3.0,75
26321,Procurement,Masters & above,m,sourcing,1,37,2.0,4,0,68,37.0,2.0,4.0,68
36203,Analytics,Masters & above,m,sourcing,1,35,4.0,8,0,84,35.0,4.0,8.0,84
9523,Sales & Marketing,Masters & above,f,sourcing,1,40,3.0,3,0,51,40.0,3.0,3.0,51
24337,Legal,Masters & above,m,other,1,40,2.0,8,0,54,40.0,2.0,8.0,54
53448,Operations,Masters & above,m,sourcing,1,35,3.0,3,1,60,35.0,3.0,3.0,60
5576,Sales & Marketing,Bachelors,m,sourcing,1,25,1.0,2,0,52,25.0,1.0,2.0,52
44110,Technology,Masters & above,f,other,1,46,5.0,5,1,75,46.0,5.0,5.0,75
69085,Procurement,Masters & above,m,other,1,38,4.0,11,0,71,38.0,4.0,11.0,71
6150,Sales & Marketing,Bachelors,m,sourcing,1,34,5.0,7,0,52,34.0,5.0,7.0,52
62147,R&D,Bachelors,m,sourcing,1,28,4.0,3,1,82,28.0,4.0,3.0,82
68879,Operations,Bachelors,m,sourcing,2,40,5.0,5,1,60,40.0,5.0,5.0,60
65115,Sales & Marketing,Masters & above,m,other,1,30,2.0,5,0,48,30.0,2.0,5.0,48
51763,Sales & Marketing,Bachelors,f,other,1,35,3.0,7,0,50,35.0,3.0,7.0,50
30940,Finance,Bachelors,m,other,2,35,3.0,6,1,58,35.0,3.0,6.0,58
71078,Operations,Bachelors,m,other,1,30,5.0,3,0,55,30.0,5.0,3.0,55
52464,Operations,Bachelors,f,other,1,31,3.0,3,0,58,31.0,3.0,3.0,58
3530,Analytics,Bachelors,m,other,2,27,3.0,3,0,87,27.0,3.0,3.0,87
9188,R&D,Masters & above,f,other,1,34,4.0,6,0,88,34.0,4.0,6.0,88
37895,Technology,Masters & above,m,sourcing,1,44,4.0,4,1,80,44.0,4.0,4.0,80
5649,Sales & Marketing,Masters & above,m,sourcing,1,39,5.0,12,0,49,39.0,5.0,12.0,49
61577,Sales & Marketing,Bachelors,f,sourcing,1,26,4.0,2,0,52,26.0,4.0,2.0,52
12868,R&D,Bachelors,m,sourcing,2,29,5.0,5,1,87,29.0,5.0,5.0,87
74966,Legal,Bachelors,m,other,1,38,5.0,4,1,62,38.0,5.0,4.0,62
8023,Operations,Masters & above,m,other,1,36,5.0,4,1,65,36.0,5.0,4.0,65
33807,HR,Bachelors,m,other,1,41,3.0,7,0,52,41.0,3.0,7.0,52
71459,Technology,Bachelors,m,other,1,26,2.0,3,1,77,26.0,2.0,3.0,77
39582,Procurement,Masters & above,m,other,1,56,3.0,3,1,70,,3.0,3.0,70
25879,Technology,Bachelors,f,other,1,30,4.0,3,1,79,30.0,4.0,3.0,79
35351,HR,Masters & above,f,sourcing,1,36,4.0,9,0,49,36.0,4.0,9.0,49
31794,Sales & Marketing,Bachelors,m,other,1,33,1.0,5,0,49,33.0,1.0,5.0,49
61663,Sales & Marketing,Masters & above,m,other,1,34,2.0,7,0,52,34.0,2.0,7.0,52
72095,Sales & Marketing,Bachelors,m,sourcing,1,34,1.0,10,1,94,34.0,1.0,10.0,94
77101,Technology,Masters & above,f,sourcing,1,43,4.0,5,0,80,43.0,4.0,5.0,80
25557,Operations,Bachelors,m,other,1,30,4.0,6,1,54,30.0,4.0,6.0,54
31585,Legal,Bachelors,f,other,1,31,1.0,7,0,64,31.0,1.0,7.0,64
25793,Analytics,Masters & above,m,other,2,36,5.0,7,0,85,36.0,5.0,7.0,85
26024,Procurement,Masters & above,f,other,1,33,3.0,5,1,69,33.0,3.0,5.0,69
54748,Finance,Masters & above,m,other,1,31,2.0,4,0,59,31.0,2.0,4.0,59
8839,Operations,Bachelors,m,other,1,28,5.0,5,1,61,28.0,5.0,5.0,61
27967,Analytics,Bachelors,m,sourcing,2,29,4.0,3,0,86,29.0,4.0,3.0,86
75588,Sales & Marketing,Masters & above,m,other,3,36,1.0,7,0,51,36.0,1.0,7.0,51
20382,Sales & Marketing,Bachelors,m,sourcing,1,34,5.0,6,0,58,34.0,5.0,6.0,58
30108,Sales & Marketing,Bachelors,f,sourcing,1,38,5.0,7,1,55,38.0,5.0,7.0,55
48297,Technology,Masters & above,f,other,1,60,3.0,5,0,76,,3.0,5.0,76
75625,Procurement,Bachelors,f,sourcing,1,31,3.0,3,1,68,31.0,3.0,3.0,68
19947,Technology,Bachelors,m,other,1,44,3.0,3,0,78,44.0,3.0,3.0,78
61450,Technology,Masters & above,m,other,2,36,3.0,8,0,74,36.0,3.0,8.0,74
77304,Procurement,Bachelors,m,sourcing,1,35,3.0,4,0,70,35.0,3.0,4.0,70
40159,Sales & Marketing,Bachelors,m,other,1,38,2.0,5,0,44,38.0,2.0,5.0,44
68305,Operations,Masters & above,m,referred,1,36,4.0,4,1,61,36.0,4.0,4.0,61
21207,Sales & Marketing,Bachelors,m,other,2,30,3.0,4,0,52,30.0,3.0,4.0,52
54630,Technology,Bachelors,m,referred,1,32,5.0,6,1,77,32.0,5.0,6.0,77
7451,Procurement,Bachelors,f,other,1,43,3.0,6,0,72,43.0,3.0,6.0,72
749,Sales & Marketing,Masters & above,m,sourcing,1,40,5.0,10,1,50,40.0,5.0,10.0,50
71969,Procurement,Bachelors,f,sourcing,2,26,4.0,3,1,73,26.0,4.0,3.0,73
29562,Analytics,Bachelors,m,other,2,34,2.0,5,1,85,34.0,2.0,5.0,85
10344,Procurement,Masters & above,m,other,1,42,3.0,14,1,64,42.0,3.0,14.0,64
26908,Sales & Marketing,Masters & above,m,sourcing,1,43,2.0,4,0,54,43.0,2.0,4.0,54
17135,Operations,Masters & above,f,other,1,33,3.0,4,1,94,33.0,3.0,4.0,94
29120,Sales & Marketing,Bachelors,m,sourcing,2,28,4.0,3,0,49,28.0,4.0,3.0,49
75684,Technology,Bachelors,f,other,1,36,5.0,6,1,76,36.0,5.0,6.0,76
74636,HR,Bachelors,m,sourcing,1,32,3.0,7,1,50,32.0,3.0,7.0,50
20682,Technology,Masters & above,m,other,1,58,3.0,17,0,77,,3.0,,77
55502,Sales & Marketing,Bachelors,m,other,1,36,3.0,10,0,49,36.0,3.0,10.0,49
2254,Finance,Masters & above,f,sourcing,1,39,3.0,6,1,55,39.0,3.0,6.0,55
6971,Operations,Bachelors,m,other,1,41,4.0,12,0,64,41.0,4.0,12.0,64
47079,Operations,Bachelors,m,other,1,29,3.0,2,0,62,29.0,3.0,2.0,62
62302,Procurement,Masters & above,m,other,1,54,3.0,4,0,71,,3.0,4.0,71
72591,Technology,Bachelors,m,sourcing,1,47,3.0,6,0,84,47.0,3.0,6.0,84
48238,Technology,Bachelors,m,sourcing,2,35,4.0,7,0,74,35.0,4.0,7.0,74
30555,Operations,Bachelors,m,other,1,30,4.0,5,0,60,30.0,4.0,5.0,60
57880,Finance,Bachelors,f,sourcing,1,35,3.0,3,1,58,35.0,3.0,3.0,58
53571,Operations,Bachelors,m,other,1,42,4.0,4,1,61,42.0,4.0,4.0,61
57253,Operations,Masters & above,m,other,1,54,5.0,31,1,58,,5.0,,58
17580,Technology,Masters & above,m,other,1,50,4.0,17,0,80,50.0,4.0,,80
77081,Sales & Marketing,Bachelors,f,sourcing,1,32,3.0,5,1,51,32.0,3.0,5.0,51
15187,Finance,Bachelors,m,other,1,26,3.0,2,0,64,26.0,3.0,2.0,64
65221,Operations,Bachelors,f,sourcing,2,27,4.0,2,0,57,27.0,4.0,2.0,57
3105,Sales & Marketing,Bachelors,m,other,1,20,5.0,2,0,44,20.0,5.0,2.0,44
1094,Operations,Bachelors,f,other,1,30,4.0,6,1,58,30.0,4.0,6.0,58
50652,Operations,Bachelors,f,sourcing,1,35,3.0,3,0,58,35.0,3.0,3.0,58
64809,Analytics,Bachelors,m,sourcing,1,28,4.0,5,1,87,28.0,4.0,5.0,87
43578,Sales & Marketing,Bachelors,m,sourcing,1,41,4.0,5,1,49,41.0,4.0,5.0,49
37402,Operations,Bachelors,m,sourcing,1,31,4.0,7,1,60,31.0,4.0,7.0,60
55268,Procurement,Masters & above,m,sourcing,1,42,3.0,6,1,73,42.0,3.0,6.0,73
22553,Finance,Masters & above,m,other,3,33,3.0,4,1,55,33.0,3.0,4.0,55
40416,Legal,Bachelors,m,sourcing,1,28,5.0,4,0,91,28.0,5.0,4.0,91
39353,Sales & Marketing,Bachelors,m,sourcing,1,36,3.0,4,1,51,36.0,3.0,4.0,51
9953,Sales & Marketing,Bachelors,f,other,1,29,5.0,5,0,49,29.0,5.0,5.0,49
59615,Sales & Marketing,Bachelors,f,other,1,38,1.0,11,0,50,38.0,1.0,11.0,50
10330,Analytics,Masters & above,m,sourcing,1,32,3.0,5,1,84,32.0,3.0,5.0,84
75928,Analytics,Bachelors,m,other,1,38,5.0,9,0,88,38.0,5.0,9.0,88
50946,Analytics,Bachelors,m,other,2,28,3.0,2,1,87,28.0,3.0,2.0,87
35469,Operations,Bachelors,f,other,1,29,2.0,5,0,58,29.0,2.0,5.0,58
11755,Operations,Bachelors,f,sourcing,1,50,4.0,4,0,57,50.0,4.0,4.0,57
8588,Operations,Bachelors,m,other,1,31,1.0,6,0,58,31.0,1.0,6.0,58
64902,Analytics,Masters & above,m,other,1,34,1.0,3,1,84,34.0,1.0,3.0,84
10290,Operations,Bachelors,f,sourcing,1,33,4.0,7,0,61,33.0,4.0,7.0,61
43257,Procurement,Masters & above,m,sourcing,1,38,5.0,13,1,67,38.0,5.0,13.0,67
41927,Finance,Bachelors,m,sourcing,1,29,4.0,6,0,60,29.0,4.0,6.0,60
20981,Procurement,Bachelors,f,other,1,40,3.0,7,0,69,40.0,3.0,7.0,69
77562,Procurement,Masters & above,f,other,2,35,3.0,4,1,65,35.0,3.0,4.0,65
23890,Technology,Bachelors,m,other,1,31,4.0,3,1,81,31.0,4.0,3.0,81
59925,Sales & Marketing,Masters & above,m,other,1,30,4.0,2,0,49,30.0,4.0,2.0,49
55146,Operations,Bachelors,m,other,1,45,5.0,13,1,62,45.0,5.0,13.0,62
24634,HR,Masters & above,m,other,1,39,5.0,9,1,47,39.0,5.0,9.0,47
47504,Operations,Bachelors,m,sourcing,1,35,5.0,10,1,62,35.0,5.0,10.0,62
75122,Operations,Bachelors,m,other,1,54,5.0,17,0,57,,5.0,,57
64041,Technology,Bachelors,f,other,2,26,3.0,3,0,85,26.0,3.0,3.0,85
5955,Technology,Bachelors,m,sourcing,1,30,1.0,2,0,83,30.0,1.0,2.0,83
32483,Operations,Bachelors,m,other,1,36,3.0,2,1,55,36.0,3.0,2.0,55
56698,Technology,Bachelors,m,other,1,29,5.0,4,1,77,29.0,5.0,4.0,77
1502,R&D,Masters & above,m,sourcing,1,37,4.0,2,0,84,37.0,4.0,2.0,84
66259,Operations,Bachelors,m,other,1,37,3.0,2,1,59,37.0,3.0,2.0,59
23766,Analytics,Bachelors,m,other,1,27,3.0,2,1,82,27.0,3.0,2.0,82
51390,Technology,Bachelors,m,other,1,29,4.0,3,1,83,29.0,4.0,3.0,83
72914,Sales & Marketing,Bachelors,m,sourcing,1,37,3.0,8,0,49,37.0,3.0,8.0,49
64739,Sales & Marketing,Bachelors,m,sourcing,3,40,3.0,10,0,51,40.0,3.0,10.0,51
21153,Technology,Masters & above,m,sourcing,1,37,3.0,10,0,81,37.0,3.0,10.0,81
41632,Sales & Marketing,Bachelors,m,sourcing,2,33,3.0,9,0,47,33.0,3.0,9.0,47
3666,Sales & Marketing,Bachelors,m,other,1,26,3.0,3,0,43,26.0,3.0,3.0,43
68914,Operations,Bachelors,f,sourcing,1,27,5.0,3,1,60,27.0,5.0,3.0,60
10105,Operations,Bachelors,m,other,1,36,4.0,4,1,58,36.0,4.0,4.0,58
54417,R&D,Masters & above,m,other,2,33,3.0,9,1,90,33.0,3.0,9.0,90
17485,Procurement,Masters & above,m,sourcing,1,44,1.0,5,0,74,44.0,1.0,5.0,74
63485,Procurement,Bachelors,f,other,1,29,5.0,2,1,70,29.0,5.0,2.0,70
33678,Sales & Marketing,Masters & above,m,other,2,35,3.0,3,0,53,35.0,3.0,3.0,53
21026,Technology,Bachelors,m,other,1,44,1.0,4,1,79,44.0,1.0,4.0,79
20407,Sales & Marketing,Bachelors,m,sourcing,2,29,3.0,6,0,47,29.0,3.0,6.0,47
68933,Operations,Bachelors,m,sourcing,1,30,3.0,2,1,58,30.0,3.0,2.0,58
7866,Procurement,Masters & above,f,other,1,40,5.0,11,1,72,40.0,5.0,11.0,72
51363,Analytics,Masters & above,m,other,1,37,3.0,9,0,83,37.0,3.0,9.0,83
38712,Operations,Masters & above,m,other,1,38,3.0,4,0,64,38.0,3.0,4.0,64
24250,Operations,Masters & above,f,other,1,50,4.0,17,0,59,50.0,4.0,,59
73208,Sales & Marketing,Masters & above,m,other,1,37,1.0,12,0,48,37.0,1.0,12.0,48
4022,Analytics,Bachelors,m,sourcing,1,27,5.0,4,1,81,27.0,5.0,4.0,81
6411,Operations,Bachelors,m,other,1,35,3.0,6,0,74,35.0,3.0,6.0,74
69607,Operations,Masters & above,f,other,1,33,5.0,3,0,75,33.0,5.0,3.0,75
72483,Sales & Marketing,Bachelors,m,other,1,24,1.0,2,0,47,24.0,1.0,2.0,47
15192,Technology,Masters & above,m,other,1,43,1.0,12,0,78,43.0,1.0,12.0,78
66704,Sales & Marketing,Bachelors,m,other,1,33,5.0,3,1,52,33.0,5.0,3.0,52
60756,Procurement,Masters & above,f,other,1,45,3.0,17,0,73,45.0,3.0,,73
36333,Sales & Marketing,Bachelors,m,sourcing,3,35,4.0,7,1,51,35.0,4.0,7.0,51
15436,Procurement,Bachelors,f,other,2,40,3.0,10,0,70,40.0,3.0,10.0,70
46344,Operations,Bachelors,m,other,1,28,3.0,4,0,90,28.0,3.0,4.0,90
11910,Procurement,Bachelors,m,other,1,36,4.0,9,0,63,36.0,4.0,9.0,63
22213,Procurement,Bachelors,m,other,1,28,3.0,5,1,68,28.0,3.0,5.0,68
54450,HR,Bachelors,f,other,1,26,3.0,2,0,50,26.0,3.0,2.0,50
28980,Procurement,Masters & above,f,sourcing,1,35,1.0,10,0,67,35.0,1.0,10.0,67
33601,Operations,Masters & above,m,other,1,42,5.0,12,0,74,42.0,5.0,12.0,74
56936,Operations,Bachelors,f,other,1,33,4.0,5,1,57,33.0,4.0,5.0,57
64345,Sales & Marketing,Masters & above,m,sourcing,1,46,4.0,5,0,47,46.0,4.0,5.0,47
20309,Finance,Masters & above,m,other,2,33,5.0,7,1,57,33.0,5.0,7.0,57
34467,Procurement,Masters & above,f,other,1,31,3.0,5,0,67,31.0,3.0,5.0,67
12221,HR,Bachelors,m,other,1,30,3.0,7,0,44,30.0,3.0,7.0,44
22778,Sales & Marketing,Bachelors,m,other,1,34,2.0,8,0,49,34.0,2.0,8.0,49
71875,Analytics,Bachelors,m,other,1,26,3.0,3,0,87,26.0,3.0,3.0,87
181,Legal,Bachelors,m,sourcing,1,43,5.0,6,0,58,43.0,5.0,6.0,58
13901,Sales & Marketing,Masters & above,f,other,1,36,4.0,3,1,48,36.0,4.0,3.0,48
29067,Operations,Bachelors,f,sourcing,1,33,4.0,9,1,55,33.0,4.0,9.0,55
26558,Technology,Masters & above,m,sourcing,1,47,5.0,15,1,80,47.0,5.0,15.0,80
31777,Sales & Marketing,Masters & above,m,other,2,36,5.0,4,1,49,36.0,5.0,4.0,49
60992,Procurement,Bachelors,m,sourcing,1,36,5.0,8,1,67,36.0,5.0,8.0,67
54607,Sales & Marketing,Bachelors,m,sourcing,1,47,3.0,11,0,50,47.0,3.0,11.0,50
35201,Technology,Masters & above,m,sourcing,1,42,4.0,3,0,83,42.0,4.0,3.0,83
59719,Operations,Bachelors,m,sourcing,1,41,3.0,3,0,62,41.0,3.0,3.0,62
11104,Procurement,Bachelors,m,referred,3,27,5.0,3,1,67,27.0,5.0,3.0,67
49810,Analytics,Bachelors,m,other,2,30,3.0,2,1,84,30.0,3.0,2.0,84
35790,R&D,Bachelors,m,sourcing,2,33,5.0,10,1,85,33.0,5.0,10.0,85
40170,Analytics,Bachelors,m,other,2,26,5.0,3,0,82,26.0,5.0,3.0,82
13742,Operations,Bachelors,m,sourcing,1,30,4.0,4,1,57,30.0,4.0,4.0,57
22654,Operations,Bachelors,m,other,1,32,1.0,3,1,58,32.0,1.0,3.0,58
10676,Technology,Bachelors,f,sourcing,1,32,3.0,4,0,77,32.0,3.0,4.0,77
415,Operations,Bachelors,f,sourcing,2,28,5.0,3,1,60,28.0,5.0,3.0,60
50537,Technology,Bachelors,m,sourcing,1,30,3.0,6,1,81,30.0,3.0,6.0,81
26609,Operations,Bachelors,m,sourcing,1,55,3.0,4,0,54,,3.0,4.0,54
18739,Procurement,Bachelors,m,other,1,38,3.0,5,0,71,38.0,3.0,5.0,71
14194,Operations,Masters & above,f,other,1,55,5.0,14,1,93,,5.0,14.0,93
31998,Sales & Marketing,Masters & above,m,sourcing,2,35,1.0,5,0,47,35.0,1.0,5.0,47
68410,Sales & Marketing,Bachelors,m,other,1,29,4.0,2,0,58,29.0,4.0,2.0,58
59511,Sales & Marketing,Bachelors,m,other,2,34,3.0,3,0,52,34.0,3.0,3.0,52
41326,Procurement,Bachelors,m,sourcing,1,29,5.0,2,1,74,29.0,5.0,2.0,74
30387,Analytics,Bachelors,m,sourcing,1,27,5.0,3,0,78,27.0,5.0,3.0,78
37823,Procurement,Bachelors,m,sourcing,1,47,2.0,18,0,71,47.0,2.0,,71
25982,Sales & Marketing,Bachelors,m,sourcing,1,53,4.0,7,0,50,,4.0,7.0,50
57509,Operations,Bachelors,m,other,1,31,3.0,5,0,69,31.0,3.0,5.0,69
31377,Operations,Bachelors,f,sourcing,1,38,4.0,3,0,62,38.0,4.0,3.0,62
36038,Analytics,Bachelors,m,other,1,26,4.0,4,0,88,26.0,4.0,4.0,88
28713,Analytics,Bachelors,f,other,1,34,1.0,4,0,86,34.0,1.0,4.0,86
19744,Analytics,Bachelors,m,sourcing,2,28,3.0,6,0,88,28.0,3.0,6.0,88
55928,Sales & Marketing,Bachelors,m,other,1,46,5.0,16,1,51,46.0,5.0,,51
31749,Legal,Masters & above,m,other,1,45,1.0,15,0,63,45.0,1.0,15.0,63
7941,Analytics,Bachelors,m,other,2,34,3.0,7,1,85,34.0,3.0,7.0,85
8255,Finance,Bachelors,f,other,1,28,4.0,6,1,72,28.0,4.0,6.0,72
39861,HR,Bachelors,f,sourcing,1,40,1.0,11,0,50,40.0,1.0,11.0,50
10378,Finance,Masters & above,m,sourcing,3,36,3.0,7,0,58,36.0,3.0,7.0,58
3905,Analytics,Masters & above,m,other,1,42,4.0,6,0,87,42.0,4.0,6.0,87
37359,Sales & Marketing,Masters & above,m,sourcing,2,36,1.0,10,0,45,36.0,1.0,10.0,45
23546,Procurement,Bachelors,f,sourcing,1,33,1.0,6,0,69,33.0,1.0,6.0,69
75483,Technology,Masters & above,f,sourcing,1,36,2.0,5,0,77,36.0,2.0,5.0,77
50961,Sales & Marketing,Masters & above,m,sourcing,1,34,1.0,7,0,46,34.0,1.0,7.0,46
82,Sales & Marketing,Masters & above,m,other,1,49,4.0,5,0,51,49.0,4.0,5.0,51
61244,Technology,Bachelors,f,other,1,33,3.0,5,0,81,33.0,3.0,5.0,81
19859,Procurement,Masters & above,f,other,1,38,5.0,4,1,67,38.0,5.0,4.0,67
64373,Sales & Marketing,Bachelors,m,sourcing,2,46,4.0,8,0,51,46.0,4.0,8.0,51
10043,Operations,Masters & above,m,other,1,52,5.0,17,0,70,52.0,5.0,,70
18640,Technology,Bachelors,m,sourcing,1,31,5.0,6,1,93,31.0,5.0,6.0,93
59299,Operations,Bachelors,m,other,1,42,4.0,14,1,61,42.0,4.0,14.0,61
24531,Operations,Masters & above,m,other,1,39,3.0,10,0,58,39.0,3.0,10.0,58
72844,Finance,Bachelors,f,other,1,28,4.0,6,1,61,28.0,4.0,6.0,61
59212,Sales & Marketing,Bachelors,f,other,1,41,3.0,8,0,52,41.0,3.0,8.0,52
1365,HR,Bachelors,m,other,1,44,3.0,16,0,48,44.0,3.0,,48
56898,Sales & Marketing,Bachelors,m,sourcing,1,38,3.0,4,1,46,38.0,3.0,4.0,46
75734,Analytics,Bachelors,m,other,1,29,5.0,3,1,86,29.0,5.0,3.0,86
53531,Operations,Masters & above,m,sourcing,1,53,3.0,11,0,60,,3.0,11.0,60
40862,Sales & Marketing,Bachelors,m,sourcing,2,27,1.0,4,0,48,27.0,1.0,4.0,48
1083,Analytics,Bachelors,m,other,1,37,3.0,6,1,83,37.0,3.0,6.0,83
75994,Operations,Masters & above,f,sourcing,1,32,4.0,6,1,59,32.0,4.0,6.0,59
76167,Analytics,Bachelors,m,other,1,32,3.0,7,0,86,32.0,3.0,7.0,86
61330,Sales & Marketing,Masters & above,m,other,2,37,3.0,3,1,53,37.0,3.0,3.0,53
77524,Sales & Marketing,Bachelors,m,other,1,48,4.0,3,0,52,48.0,4.0,3.0,52
75714,Sales & Marketing,Bachelors,m,other,1,32,4.0,3,0,55,32.0,4.0,3.0,55
26588,Operations,Masters & above,m,sourcing,2,34,4.0,10,0,60,34.0,4.0,10.0,60
18532,HR,Bachelors,m,other,1,31,3.0,2,0,48,31.0,3.0,2.0,48
37620,Sales & Marketing,Masters & above,m,other,1,32,4.0,3,0,48,32.0,4.0,3.0,48
44010,Procurement,Masters & above,m,other,1,45,1.0,3,1,70,45.0,1.0,3.0,70
36990,Sales & Marketing,Bachelors,f,other,2,35,1.0,7,0,48,35.0,1.0,7.0,48
36140,Sales & Marketing,Masters & above,m,sourcing,1,34,4.0,6,0,50,34.0,4.0,6.0,50
60899,Procurement,Masters & above,m,sourcing,1,55,4.0,10,0,68,,4.0,10.0,68
27390,Technology,Bachelors,m,sourcing,1,48,3.0,6,0,81,48.0,3.0,6.0,81
58054,Sales & Marketing,Masters & above,m,other,1,35,5.0,6,1,49,35.0,5.0,6.0,49
32807,Analytics,Bachelors,m,other,2,32,1.0,7,0,87,32.0,1.0,7.0,87
28737,HR,Masters & above,m,other,1,39,3.0,4,0,46,39.0,3.0,4.0,46
65681,R&D,Masters & above,m,other,1,34,5.0,10,0,88,34.0,5.0,10.0,88
65503,Finance,Bachelors,m,sourcing,1,31,3.0,5,1,57,31.0,3.0,5.0,57
48535,Sales & Marketing,Bachelors,m,sourcing,2,28,4.0,8,1,47,28.0,4.0,8.0,47
27930,Operations,Bachelors,f,sourcing,1,33,3.0,4,0,63,33.0,3.0,4.0,63
38789,Sales & Marketing,Bachelors,f,other,1,33,4.0,3,0,49,33.0,4.0,3.0,49
31674,Procurement,Bachelors,m,sourcing,1,27,1.0,3,1,71,27.0,1.0,3.0,71
42766,Procurement,Bachelors,f,other,1,33,5.0,5,0,67,33.0,5.0,5.0,67
37897,HR,Bachelors,m,other,1,32,3.0,4,1,51,32.0,3.0,4.0,51
69119,Operations,Bachelors,f,other,1,34,5.0,5,1,59,34.0,5.0,5.0,59
5726,Operations,Bachelors,f,other,1,32,3.0,6,1,57,32.0,3.0,6.0,57
52216,Procurement,Masters & above,f,sourcing,1,47,3.0,4,0,69,47.0,3.0,4.0,69
44275,Technology,Masters & above,f,other,2,36,2.0,2,1,81,36.0,2.0,2.0,81
11107,Legal,Bachelors,m,sourcing,1,29,5.0,4,1,56,29.0,5.0,4.0,56
23884,Sales & Marketing,Bachelors,f,sourcing,1,42,3.0,3,1,48,42.0,3.0,3.0,48
29920,Analytics,Bachelors,m,sourcing,1,28,3.0,5,0,77,28.0,3.0,5.0,77
15498,Procurement,Masters & above,m,sourcing,3,37,3.0,9,0,71,37.0,3.0,9.0,71
45328,Sales & Marketing,Bachelors,m,sourcing,1,45,5.0,16,1,52,45.0,5.0,,52
16825,Procurement,Masters & above,m,sourcing,1,41,1.0,6,0,73,41.0,1.0,6.0,73
66231,Procurement,Bachelors,m,sourcing,1,28,4.0,3,0,67,28.0,4.0,3.0,67
5588,Analytics,Bachelors,m,other,1,33,5.0,4,1,85,33.0,5.0,4.0,85
37414,Analytics,Bachelors,m,other,1,40,5.0,11,0,87,40.0,5.0,11.0,87
77673,Sales & Marketing,Bachelors,m,other,2,58,1.0,6,0,46,,1.0,6.0,46
4070,Sales & Marketing,Bachelors,m,other,1,37,2.0,2,0,46,37.0,2.0,2.0,46
39253,Sales & Marketing,Bachelors,m,other,1,32,5.0,4,0,48,32.0,5.0,4.0,48
41456,Analytics,Masters & above,m,sourcing,1,40,3.0,11,0,87,40.0,3.0,11.0,87
